Test,Animal,Treatment,Sex,APOE,Code,Stage,Trial,Apparatus,Object1 : head entries,Object1.headtime,Object1_Day2_3_5: RI,Object1 : latency to first entry,Object1 : time mobile,Object1 : time immobile,Object1 : in zone oriented to centre,Object1 : time freezing,Object2 : head entries,Object2.headtime,Object2_Day2_3_5.RI,Object2 : latency to first entry,Object2 : time mobile,Object2 : time immobile,Object2 : in zone oriented to centre,Object2 : time freezing,Outerzone : head entries,Outerzone.headtime,Outerzone.distance,Outerzone : latency to first entry,Outerzone : average speed,Outerzone : time mobile,Outerzone : time immobile,Total_Time_Mobile,Outerzone.time.freezing,Centerzone : head entries,Centerzone.headtime,Centerzone.distance,Centerzone : latency to first entry,Centerzone : average speed,Centerzone : time mobile,Centerzone : time immobile,Centerzone.time.freezing,Object 3 : head entries,Object 3.headtime,Object 3 : latency to first entry,Object 3 : in zone oriented to centre,Object 4 : head entries,Object4.headtime,Object 4 : latency to first entry,Object 4 : in zone oriented to centre,Object1Center : head time oriented towards,Object2Center : head time oriented towards,Total.Distance,Total.Time.Freezing
75,201012_24,,M,E33,,Dilutions,2,box3,1,0.4,0.173913043,17.4,0.4,0,0.4,0,3,1.9,0.826086957,0,0.4,1.5,1.2,0,16,93.3,0.525,10.1,4,0.005,7.9,107.3,100,3,1,0.04,0,0.018,2.2,0,0,1,0.4,1.4,0.4,0,0,,0,,,0.565,1.4
76,201012_25,,M,E33,,Dilutions,2,box4,0,0,,,0,0,0,0,0,0,,,0,0,0,0,7,105.6,1.117,14.7,0,0.01,14.7,101.8,92.1,1,0.8,0,,,0,0,0,1,0.1,80,0.1,1,1.2,10.1,1.2,,,1.117,0.9
77,201012_26,,M,E33,,Dilutions,2,box1,1,0.9,0.5625,107.8,0.9,0,0.7,0,1,0.7,0.4375,53.8,0.7,0,0.6,0,23,91.1,1.474,23.7,0.4,0.013,23.7,90.2,26.2,3,1,0,,,0,0,0,1,1,9.7,0.9,0,0,,0,58.7,34,1.474,2
78,201012_27,,M,E33,,Dilutions,2,box2,2,1.1,0.647058824,0,1.1,0,0,0,1,0.6,0.352941176,119.4,0.6,0,0.4,0,5,113.7,4.428,46.5,2,0.038,44.7,71.9,24.5,3,2.6,0.158,0,0.088,1.8,0,0,1,0.5,99.8,0.5,1,0.2,0.8,0,,,4.586,3.1
79,201012_1,,M,E4HN,,Dilutions,3,box1,0,0,0,,0,0,0,0,1,0.2,1,54.2,0.2,0,0,0,10,107.2,1.49,24.4,3.9,0.014,22.2,86.5,60.7,2,1.7,0.085,0,0.038,2.2,0,0,2,3,0,0.5,1,0.6,52,0.6,16,18.1,1.575,4.7
80,201012_2,,M,E4HN,,Dilutions,3,box2,1,0.3,0.073170732,10.4,0.3,0,0.2,0,5,3.8,0.926829268,27,3.8,0,2.7,0,9,97.1,2.089,28.5,0.9,0.021,23.5,74.8,41.7,7,7.4,0.273,0,0.055,5,0,0,3,3.9,62.4,1.1,2,2.5,90.5,1.6,,,2.362,11.3
81,201012_3,,M,E4HN,,Dilutions,3,box3,1,0.8,0.333333333,78.2,0,0.8,0,0,1,1.6,0.666666667,83.4,1.6,0,0.5,0,12,105.2,2.772,35.4,2.7,0.026,32.5,74.4,68.5,4,4.7,0.176,0,0.03,2.9,2.9,0,3,1.1,0.2,0.6,1,0.2,74.6,0,,,2.948,5.8
82,201012_4,,F,E4HN,,Dilutions,3,box4,0,0,0,,0,0,0,0,1,1.5,1,72.3,1.5,0,1.2,0,10,108.8,1.133,17.7,0,0.01,17.3,92.6,77.1,2,2,0,72.7,0,0.4,0,0,0,0,,0,2,2,98.2,0.7,,,1.133,2
83,201012_5,,F,E4HN,,Dilutions,3,box1,3,6.2,0.579439252,14.8,4.1,2.1,2.7,0,4,4.5,0.420560748,72.7,2.2,2.3,1.3,0,11,80.5,2.473,52.1,2.3,0.032,45.6,31.4,12.3,10,13.2,0.401,0,0.058,6.5,0.4,0,7,9.1,18.8,3.5,5,3.9,0.6,0.9,9.3,9.4,2.874,22.3
84,201012_6,,F,E4HN,,Dilutions,3,box2,7,12.2,0.743902439,1.8,9.7,2.5,5.9,0,3,4.2,0.256097561,82,4.2,0,1.5,0,14,75.4,2.158,53.7,0,0.026,36.8,45.8,16.6,9,24.7,0.668,1.4,0.04,16.9,0,0,3,3.6,95.3,1.6,2,3.8,54.2,1.4,,,2.826,28.3
85,201012_7,,F,E4HN,,Dilutions,3,box3,1,0.2,1,95.5,0.2,0,0,0,0,0,0,,0,0,0,0,8,110.6,2.437,25.8,0,0.022,24.6,88.6,82.8,1,1.1,0.105,95.5,0.084,1.2,0,0,1,0.3,96.3,0.1,1,1,3.2,0.5,,,2.542,1.4
86,201012_8,,F,E4HN,,Dilutions,3,box4,2,1.9,1,51.3,0.1,1.8,0.7,0,0,0,0,,0,0,0,0,5,115,2.002,28.6,0,0.017,28.6,87.9,70.5,0,0,0,,,0,0,0,0,0,,0,1,0.5,24.9,0.4,,,2.002,0
87,201012_11,,F,E3HN,,Dilutions,3,box1,1,0.3,0.375,74.4,0.3,0,0,0,1,0.5,0.625,1.9,0.5,0,0.5,0,3,112.9,1.422,23.1,4.2,0.013,18.7,93.1,81,3,5.1,0.287,0,0.065,4.4,0,0,1,1.1,73.1,1.1,1,0.5,75.2,0.4,46.4,39.7,1.709,6.2
88,201012_9,,F,E4HN,,Dilutions,3,box2,2,2.9,0.353658537,0.9,2.9,0,1.1,0,3,5.3,0.646341463,10.6,5.3,0,2.1,0,17,75.9,1.675,38,3.2,0.018,26.3,67.7,23.3,5,12.2,0.727,0,0.062,11.7,0,0,3,1.9,0,0.4,2,0.5,68.2,0,,,2.402,14.1
89,201012_10,,F,E4HN,,Dilutions,3,box3,1,3.2,0.372093023,98.4,0.5,2.7,1,0,4,5.4,0.627906977,0.3,5.4,0,2.5,0,11,78.1,1.989,36.4,1.5,0.025,29.3,50.8,45.5,7,13.1,0.585,0,0.054,7.1,3.7,0,4,5.9,61.6,2.9,4,5.5,44.3,1.4,,,2.574,19
90,201012_12,,F,E3HN,,Dilutions,3,box4,2,2.7,0.642857143,0,2.7,0,1.5,0,2,1.5,0.357142857,2.3,0,1.5,0,0,12,104.7,1.291,24.6,5.4,0.012,21.9,88.4,73.1,2,5.4,0.132,0,0.026,2.7,2.5,0,0,0,,0,2,0.6,4,0.4,,,1.423,5.4
91,201012_13,,M,E3HN,,Dilutions,3,box2,5,4.2,0.442105263,6.5,4.2,0,2.5,0,4,5.3,0.557894737,12.5,5.3,0,4,0,22,75.1,3.542,60.1,0.9,0.047,45.5,29.5,11.4,4,20.9,0.69,1,0.041,14.6,2.2,0,4,3.7,89.5,2.2,4,5.6,52.6,4.5,,,4.232,24.6
92,201012_15,,F,E33,,Dilutions,3,box1,3,1.7,0.34,11.6,1.7,0,1.3,0,4,3.3,0.66,70.1,3.3,0,1.6,0,31,76.1,2.745,45.3,0.9,0.03,39.1,51,19.4,8,9.8,0.526,0,0.084,6.2,0,0,6,5.1,61.9,2.5,3,2,33.8,1.2,24.5,19.5,3.271,14.9
93,201012_16,,F,E33,,Dilutions,3,box3,0,0,,,0,0,0,0,0,0,,,0,0,0,0,17,107.9,0.712,13.5,0.6,0.006,13.2,106.3,104.2,0,0,0.043,0,0.134,0.3,0,0,0,0,,0,2,1,15.8,1,,,0.755,0
94,201012_17,,F,E33,,Dilutions,3,box4,0,0,,,0,0,0,0,0,0,,,0,0,0,0,5,119.1,1.582,16.4,0.4,0.013,16.2,103.4,91,0,0,0.033,0,0.152,0.2,0,0,0,0,,0,0,0,,0,,,1.615,0
95,201012_18,,F,E33,,Dilutions,3,box2,0,0,0,,0,0,0,0,1,3.2,1,13.4,3.2,0,1.6,0,13,108.4,1.672,19.6,0,0.014,19.6,96.5,40.8,1,0.9,0,,,0,0,0,0,0,,0,0,0,,0,,,1.672,0.9
96,201012_19,,F,E33,,Dilutions,3,box1,6,5.9,0.808219178,61.8,5.8,0.1,2.7,0,2,1.4,0.191780822,28.1,1.4,0,1.1,0,19,85.4,2.957,57.4,0.7,0.031,45.1,49.6,9.3,4,12.5,0.47,0,0.038,12.3,0,0,2,0.6,4.6,0,3,2.2,88.3,1.3,25,19.1,3.427,13.1
97,201012_20,,F,E33,,Dilutions,3,box3,2,2.2,0.564102564,27.7,2.2,0,1.4,0,2,1.7,0.435897436,0.3,1.7,0,1.4,0,13,106.2,3.574,50.4,1.6,0.032,46.7,64,42,4,4.7,0.28,0,0.076,3.7,0,0,0,0,,0,1,0.5,96.4,0.5,,,3.854,4.7
98,201012_21,,F,E33,,Dilutions,3,box4,2,1.2,1,1.8,1.2,0,0.8,0,0,0,0,,0,0,0,0,11,88.8,1.989,22.6,0.6,0.017,22.3,93.1,83.3,3,1.4,0.04,0,0.125,0.3,0,0,2,0.8,1,0.2,1,0.4,56.7,0,,,2.029,2.2
99,201012_22,,M,E33,,Dilutions,3,box1,1,2.3,1,0,2.3,0,1.7,0,0,0,0,,0,0,0,0,2,41.9,0.196,5.4,5.1,0.002,1.9,113,93,1,4.8,0.252,0,0.072,3.5,0,0,1,2.5,2.3,0,0,0,,0,102,98.7,0.448,7.3
100,201012_23,,M,E33,,Dilutions,3,box2,0,0,0,,0,0,0,0,1,0.3,1,4.4,0.3,0,0,0,13,97.8,1.621,23.7,0,0.014,22.3,91.8,38.6,2,2.4,0.1,0.6,0.072,1.4,0,0,2,0.5,0.9,0.2,0,0,,0,,,1.721,2.9
101,201012_24,,M,E33,,Dilutions,3,box3,0,0,,,0,0,0,0,0,0,,,0,0,0,0,4,119,0.444,6.5,0.3,0.004,6.5,113.2,110.5,0,0,0,,,0,0,0,0,0,,0,0,0,,0,,,0.444,0
102,201012_25,,M,E33,,Dilutions,3,box4,5,2.4,1,4,1.1,1.3,1.9,0.7,0,0,0,,0,0,0,0,23,91.4,1.933,29.5,2.2,0.018,27.7,78.3,66,3,1.9,0.107,0,0.06,1.8,0,0,1,1.1,4.8,0.5,2,1.3,0,0.4,,,2.04,3
103,201012_27,,M,E33,,Dilutions,3,box2,6,4.9,0.544444444,8.2,4.9,0,3,0,5,4.1,0.455555556,6.4,4.1,0,2.6,0,13,91.2,4.729,61.2,0,0.048,53.2,44.3,13.3,6,12.1,0.52,7.7,0.065,8,0,0,4,2.8,7.5,1.1,5,2.6,18.4,1.2,,,5.249,14.9
104,201012_26,,M,E33,,Dilutions,3,box1,2,1,1,10.9,1,0,0.1,0,0,0,0,,0,0,0,0,6,116.6,0.942,13.4,0,0.008,13.4,106.2,54.8,0,0,0,,,0,0,0,0,0,,0,0,0,,0,83.5,42.4,0.942,0
105,201012_1,,M,E4HN,,Dilutions,4,box1,0,0,0,,0,0,0,0,2,2.4,1,1.4,2.4,0,1.2,0,4,112.3,1.202,21.7,3.8,0.011,18.4,95.5,73.6,2,2.3,0.076,0,0.023,3.3,0,0,1,0.6,85.7,0.6,0,0,,0,46.5,47,1.278,2.9
106,201012_2,,M,E4HN,,Dilutions,4,box2,2,2,0.363636364,112.1,0,2,0,0,5,3.5,0.636363636,0.9,1.8,1.6,1.3,0,11,93.2,2.644,39.1,5,0.027,31.7,64.7,28.6,2,7.5,0.311,0,0.042,7.4,0,0,1,1.6,114.7,0.5,3,4.3,3.7,1.3,,,2.955,9.1
107,201012_3,,M,E4HN,,Dilutions,4,box3,1,0.4,1,0.2,0.4,0,0,0,0,0,0,,0,0,0,0,5,113,1.145,20.9,4.5,0.01,17.4,98,87.4,1,3.1,0.117,0,0.033,3.5,0,0,1,0.2,0.9,0.1,2,1.1,2.3,1.1,,,1.262,3.3
108,201012_4,,F,E4HN,,Dilutions,4,box4,3,3.7,0.552238806,22.1,3.2,0.4,2.8,0,3,3,0.447761194,88.3,3,0,1.5,0,10,83.9,1.092,31.6,0,0.013,23.5,62.1,51.8,12,14.7,0.27,109.5,0.026,8.1,2.4,0,6,2.6,24.9,1.5,5,6.7,81.8,3.5,,,1.362,17.3
109,201012_5,,F,E4HN,,Dilutions,4,box1,3,1.7,0.309090909,0.5,1.7,0,0.6,0,4,3.8,0.690909091,81.6,3.8,0,1,0,15,89,2.165,35.4,4.9,0.022,29.9,69.8,41,5,7.1,0.708,0,0.129,5.5,0,0,3,4,1,3.1,0,0,,0,29.1,28.2,2.873,11.1
110,201012_6,,F,E4HN,,Dilutions,4,box2,3,3.3,0.622641509,33.9,3.3,0,2.3,0,3,2,0.377358491,23.8,2,0,0.9,0,15,85.9,2.272,53.4,7,0.025,45.4,45.1,14.9,8,13.1,0.362,0,0.033,8,2.8,0,3,3.3,35.5,2.1,5,3.4,3.3,0.6,,,2.634,16.4
112,201012_7,,F,E4HN,,Dilutions,4,box3,0,0,,,0,0,0,0,0,0,,,0,0,0,0,4,118.6,0.805,14.7,1,0.007,14.2,104.8,104.5,1,0.1,0.025,0,0.046,0.5,0,0,0,0,,0,0,0,,0,,,0.83,0.1
113,201012_8,,F,E4HN,,Dilutions,4,box4,1,3.4,1,59.9,0,3.4,2.7,0,0,0,0,,0,0,0,0,8,110.6,2.772,40,0,0.024,40,74.2,65.1,1,2.8,0,,,0,0,0,1,1.7,57.5,1.4,0,0,,0,,,2.772,4.5
114,201012_11,,F,E3HN,,Dilutions,4,box1,2,0.6,1,94.7,0.6,0,0,0,0,0,0,,0,0,0,0,7,108.3,1.357,25.3,2,0.012,19.2,91.4,43.7,3,4.2,0.207,0,0.034,6.1,0,0,1,1,95.8,0.4,2,0.9,97.9,0.5,9.7,9,1.564,5.2
115,201012_9,,F,E4HN,,Dilutions,4,box2,2,1.6,0.285714286,10.7,1.6,0,0.9,0,2,4,0.714285714,37.6,4,0,0,0,14,90.8,2.595,39,0,0.03,36.9,49,14.7,6,6.9,0.21,28.9,0.101,2.1,0,0,2,6.3,24,2.4,3,2.2,47.8,0.9,,,2.805,13.2
116,201012_12,,F,E3HN,,Dilutions,4,box4,0,0,0,,0,0,0,0,4,0.7,1,2.5,0.7,0,0.4,0,4,114,1.497,28.8,3.6,0.013,25.6,89.4,75,1,1.6,0.115,0,0.036,3.2,0,0,1,0.8,0,0.4,0,0,,0,,,1.612,2.4
117,201012_10,,F,E4HN,,Dilutions,4,box3,0,0,,,0,0,0,0,0,0,,,0,0,0,0,10,102,0.926,11.1,0,0.008,11.1,108.8,111.6,0,0,0,,,0,0,0,0,0,,0,0,0,,0,,,0.926,0
118,201012_13,,M,E3HN,,Dilutions,4,box2,0,0,,,0,0,0,0,0,0,,,0,0,0,0,13,87.6,1.462,29.6,3.3,0.014,25.3,76.4,34.1,6,6.4,0.301,0,0.07,4.3,0,0,6,5.5,37.5,1.6,2,3.7,14.9,2.6,,,1.763,11.9
119,201012_16,,F,E33,,Dilutions,4,box3,0,0,0,,0,0,0,0,2,0.5,1,0.5,0.5,0,0.1,0,17,112.3,1.286,24.2,1.5,0.011,23.1,95.2,90.9,1,0.8,0.085,0,0.075,1.1,0,0,0,0,,0,0,0,,0,,,1.371,0.8
120,201012_15,,F,E33,,Dilutions,4,box1,2,0.8,0.094117647,95.8,0.8,0,0.2,0,4,7.7,0.905882353,53.5,1.6,6.1,2.1,1.3,13,85.9,1.404,34.2,0,0.017,27.6,55.8,22.1,6,12.9,0.495,101.5,0.039,6.6,6.1,1.3,3,3.2,80.2,2.3,4,3.4,54.7,1.4,30.8,19.3,1.899,16.1
121,201012_17,,F,E33,,Dilutions,4,box4,2,3.3,0.717391304,48.2,3.3,0,1.3,0,2,1.3,0.282608696,64.5,1.3,0,0.6,0,21,91.1,1.616,37.7,0,0.016,31.2,73,60,7,5.9,0.402,50.6,0.062,6.5,0,0,0,0,,0,2,4,35.1,0.7,,,2.018,5.9
122,201012_18,,F,E33,,Dilutions,4,box2,1,2.3,0.442307692,95.9,0,2.3,0,0,2,2.9,0.557692308,68.3,2.9,0,1.8,0,13,103.3,2.814,32.2,1.2,0.026,31.1,77.2,27.4,5,5.3,0.138,0,0.132,1.1,0,0,2,4.2,16.1,1.9,1,0.8,0,0,,,2.952,9.5
123,201012_19,,F,E33,,Dilutions,4,box1,5,4.6,0.884615385,1.7,4.6,0,0.8,0,2,0.6,0.115384615,71.4,0.6,0,0.1,0,14,81,2.543,51.3,2.6,0.027,43.7,48.9,12.7,4,9.4,0.384,0,0.051,7.6,0,0,5,4.9,0,1.9,2,0.6,72.5,0.2,18.7,13.4,2.927,14.3
124,201012_21,,F,E33,,Dilutions,4,box4,2,1,0.909090909,104.4,1,0,0.5,0,1,0.1,0.090909091,54.7,0,0.1,0.1,0,7,109.9,2.038,27.2,0.9,0.017,26.5,91.6,58,1,0.6,0.082,0,0.12,0.7,0,0,2,0.8,0,0.4,0,0,,0,,,2.12,1.4
125,201012_20,,F,E33,,Dilutions,4,box3,0,0,0,,0,0,0,0,2,0.7,1,102.2,0.7,0,0.7,0,6,115,3.775,59.4,0,0.032,59.4,58.4,44,0,0,0,,,0,0,0,2,0.5,36.1,0.1,1,0.3,116.9,0.3,,,3.775,0.5
126,201012_24,,M,E33,,Dilutions,4,box3,0,0,0,,0,0,0,0,3,1.7,1,0,1.7,0,0.5,0,1,115,0.123,8.8,6,0.001,3.7,110.3,109.9,1,4.7,0.13,0,0.025,5.1,0,0,0,0,,0,2,1.2,2.2,0,,,0.253,4.7
127,201012_22,,M,E33,,Dilutions,4,box1,2,2.4,0.352941176,5.2,1.3,1.1,1.3,0,1,4.4,0.647058824,0,4.4,0,0.1,0,24,76.1,1.099,32.1,10.3,0.01,25.8,79.4,42,2,9.7,0.214,0,0.023,6.3,3,0,2,1.9,21.6,1.2,2,0.8,70.1,0,59.2,43.9,1.313,11.6
128,201012_23,,M,E33,,Dilutions,4,box2,0,0,,,0,0,0,0,0,0,,,0,0,0,0,6,114.4,1.812,27.6,1.1,0.015,26.7,90.9,54.4,2,0.7,0.05,0,0.058,0.9,0,0,2,0.2,90.9,0.2,0,0,,0,,,1.862,0.9
129,201012_25,,M,E33,,Dilutions,4,box4,2,1.7,1,0,1.7,0,1.4,0,0,0,0,,0,0,0,0,4,115.2,0.869,13.5,1.5,0.007,12.3,104.7,101.3,1,1,0.038,0,0.031,1.2,0,0,0,0,,0,0,0,,0,,,0.907,1
130,201012_26,,M,E33,,Dilutions,4,box1,0,0,,,0,0,0,0,0,0,,,0,0,0,0,12,107.9,1.793,22,1.3,0.016,21.4,93.7,52.4,2,0.8,0.041,0,0.065,0.6,0,0,3,2.7,34.1,1.3,1,0.7,80.7,0.7,30,14.1,1.834,3.5
131,201012_27,,M,E33,,Dilutions,4,box2,3,3.6,0.507042254,29.5,3.6,0,3,0,4,3.5,0.492957746,46.9,3.5,0,2.5,0,15,91.1,5.629,73.2,1.4,0.06,62.8,31.5,10.4,9,15.4,0.487,0,0.047,10.4,0,0,4,3.8,14.1,2.2,5,4.5,47.4,3.3,,,6.116,19.2
132,201012_1,,M,E4HN,,Day1_vanilla,1,box1,3,2,0.152671756,11.4,1.4,0.6,0.7,0,6,11.1,0.847328244,74,8.9,2.1,4.5,1.4,9,66.2,1.491,34,2,0.02,25,49.7,28.6,11,18.9,0.423,0,0.028,9,6.3,0,3,5.6,38.7,3.5,6,7.2,0.4,3.5,19.5,21.3,1.914,24.5
133,201012_2,,M,E4HN,,Day1_vanilla,1,box2,10,7.7,0.620967742,1.4,7.7,0,3.4,0,6,4.7,0.379032258,48.1,3.1,1.6,3.8,0,14,70.3,3.269,45.1,3.4,0.052,29.1,33.6,9.3,21,26.6,1.067,0,0.046,16,7.1,0,3,3.4,38.3,1.5,4,8.5,76.2,5,,,4.336,30
134,201012_4,,F,E4HN,,Day1_vanilla,1,box4,1,0.8,0.347826087,59.7,0.8,0,0,0,1,1.5,0.652173913,92.7,1.5,0,0.4,0,13,82.4,1.066,27.5,0,0.01,21.5,87,78.5,4,6.5,0.475,58.7,0.079,6,0,0,2,0.5,89.4,0.1,2,3.6,57.3,0.6,,,1.541,7
135,201012_3,,M,E4HN,,Day1_vanilla,1,box3,2,3.1,0.738095238,8.2,3.1,0,1.4,1.3,2,1.1,0.261904762,60.7,1.1,0,0.7,0,12,91.3,2.335,33.6,2.8,0.026,28.1,63.3,57.1,6,6.4,0.285,0,0.052,5.5,0,0,0,0,,0,2,1.5,1.2,0.4,,,2.62,6.4
136,201012_5,,F,E4HN,,Day1_vanilla,1,box1,3,4.7,0.25,33.9,4.7,0,1.6,0,4,14.1,0.75,35.6,14.1,0,3.6,0,10,77.7,2.42,36.8,1.1,0.035,26.3,42.2,11.2,6,13.4,0.363,74.1,0.035,10.5,0,0,2,3.3,53.7,0.2,2,2.4,95.7,0,11.7,9.3,2.783,16.7
137,201012_6,,F,E4HN,,Day1_vanilla,1,box2,4,3.6,0.48,48.6,3.6,0,2.3,0,4,3.9,0.52,78.4,3.9,0,2.4,0,8,92.8,1.721,35.7,0,0.019,19.9,72,39.3,7,18,0.727,47.9,0.046,15.8,0,0,4,3.4,45.9,2,5,2.4,44.6,1.1,,,2.448,21.4
138,201012_7,,F,E4HN,,Day1_vanilla,1,box3,3,3.4,0.53125,46.1,3.4,0,2.9,0,4,3,0.46875,21.7,3,0,0.9,0,6,106.9,1.914,33.3,0,0.018,28.2,77.1,74,4,6,0.597,19,0.117,5.1,0,0,0,0,,0,1,0.1,21.6,0.1,,,2.511,6
139,201012_8,,F,E4HN,,Day1_vanilla,1,box4,1,0.6,0.6,24.7,0.6,0,0.4,0,1,0.4,0.4,24.1,0.4,0,0.2,0,6,112.9,1.928,24.2,0,0.017,22.1,91.2,83,3,2.1,0.109,23.5,0.051,2.1,0,0,2,2,21.6,1.6,2,0.8,21,0,,,2.037,4.1
140,201012_9,,F,E4HN,,Day1_vanilla,1,box2,3,4.4,0.448979592,0.9,4.4,0,2.6,0,4,5.4,0.551020408,103.9,3.2,2.2,0.9,1.9,15,92.3,1.472,36.6,4.6,0.016,23,70.9,34.4,4,18.8,0.579,0,0.043,13.6,0,0,5,3.3,3.5,1.1,0,0,,0,,,2.051,22.1
141,201012_11,,F,E3HN,,Day1_vanilla,1,box1,3,7.2,1,89.8,4,3.2,3.4,0,0,0,0,,0,0,0,0,6,104.3,1.714,24.1,2.6,0.017,21.4,79.6,53,4,5.5,0.111,0,0.022,2.7,2.4,0,3,2.8,0.9,1,0,0,,0,3.6,1.2,1.825,8.3
142,201012_10,,F,E4HN,,Day1_vanilla,1,box3,6,12.3,0.86013986,70.4,2,10.3,1.9,2.8,2,2,0.13986014,108.4,2,0,1.4,0,5,96.9,1.644,20.9,0,0.017,18.2,78.2,74,4,9.6,0.132,110.7,0.014,2.7,6.6,3,1,0.9,97.1,0.3,1,1,106.1,0,,,1.776,10.5
143,201012_12,,F,E3HN,,Day1_vanilla,1,box4,0,0,,,0,0,0,0,0,0,,,0,0,0,0,11,109.8,2.545,37.9,2.4,0.022,36.6,77.1,57.4,2,1.5,0.074,0,0.057,1.3,0,0,1,1.1,117,1.1,3,2.2,0.4,0.9,,,2.619,2.6
144,201012_13,,M,E3HN,,Day1_vanilla,1,box2,1,0.6,1,77.5,0.6,0,0,0,0,0,0,,0,0,0,0,15,82.8,0.577,14.1,3,0.007,10.1,73.9,51.1,2,4.2,0.326,0,0.082,4,0,0,0,0,,0,2,1.4,79.6,1.2,,,0.903,4.2
145,201012_17,,F,E33,,Day1_vanilla,1,box4,1,1,1,45.6,1,0,0.7,0,0,0,0,,0,0,0,0,12,115.7,1.297,20.4,0.7,0.011,20.4,98.1,97.3,1,0.4,0,,,0,0,0,0,0,,0,1,0.7,12,0.7,,,1.297,0.4
146,201012_15,,F,E33,,Day1_vanilla,1,box1,1,0.8,0.32,110.2,0.8,0,0.4,0,1,1.7,0.68,111.3,1.7,0,0.9,0,27,69.3,0.371,17.4,3.3,0.004,8.8,92.4,50.5,3,8.8,0.431,0,0.05,8.6,0,0,6,3.8,0,1.9,2,1.3,1.5,0.6,64.8,62.4,0.802,12.6
147,201012_16,,F,E33,,Day1_vanilla,1,box3,2,1.1,0.379310345,92.6,1.1,0,1,0,2,1.8,0.620689655,0,1.8,0,1,0,19,102.1,1.571,30.4,3.3,0.015,24.9,83,76.2,4,5.7,0.204,0,0.037,5.5,0,0,1,0.4,112.7,0.4,3,3.2,1.6,2.2,,,1.775,6.1
148,201012_18,,F,E33,,Day1_vanilla,1,box2,0,0,,,0,0,0,0,0,0,,,0,0,0,0,11,104.7,1.478,21.1,1,0.013,20.6,89.4,71.7,5,2.5,0.058,0,0.115,0.5,0,0,4,4.2,77.9,1.6,3,1.5,80.9,1.5,,,1.536,6.7
149,201012_21,,F,E33,,Day1_vanilla,1,box4,0,0,0,,0,0,0,0,1,0.1,1,21.5,0.1,0,0,0,7,77.3,1.62,19.2,22,0.018,15.1,76.3,66.4,1,21.6,0.927,18.9,0.228,4.1,0,0,2,19.7,0,1.2,1,1.6,71.3,0,,,2.547,41.3
150,201012_20,,F,E33,,Day1_vanilla,1,box3,1,0.9,0.75,41.8,0.9,0,0.7,0,1,0.3,0.25,38.5,0.3,0,0.3,0,5,114.7,2.032,47.8,0.9,0.018,46.5,67.7,62.7,1,0.5,0.28,0,0.209,1.3,0,0,1,0.2,0,0.1,2,1.6,66.8,0,,,2.312,0.7
151,201012_19,,F,E33,,Day1_vanilla,1,box1,4,5.7,0.93442623,9.2,5.7,0,1.8,0,1,0.4,0.06557377,34.7,0.4,0,0.1,0,26,86,1.695,32.3,0,0.035,32.3,16.2,5.1,4,1.4,0,,,0,0,0,1,0.9,46.8,0.9,4,1.9,35.9,0.8,11.2,11.2,1.695,2.3
152,201012_22,,M,E33,,Day1_vanilla,1,box1,1,0.2,0.25,1.2,0.2,0,0,0,1,0.6,0.75,58,0.6,0,0.6,0,18,91.1,2.098,31.4,2.9,0.021,24.6,74.9,32.5,4,8.4,0.256,0,0.038,6.8,0,0,1,2.2,72.9,0.7,5,2.6,41.9,0.6,28.3,26.6,2.354,10.6
153,201012_23,,M,E33,,Day1_vanilla,1,box2,3,4.8,0.941176471,63.5,4,0.7,1.7,0,1,0.3,0.058823529,1.6,0.3,0,0.2,0,15,95.9,1.717,38.7,2.6,0.016,36.4,69.5,16.7,3,2.5,0.19,0,0.083,2.3,0,0,0,0,,0,2,1.1,54.4,0.3,,,1.907,2.5
154,201012_24,,M,E33,,Day1_vanilla,1,box3,0,0,,,0,0,0,0,0,0,,,0,0,0,0,8,107.7,1.343,47.9,0,0.012,45.5,68.6,103.9,1,2.4,0.277,42.3,0.118,2.4,0,0,0,0,,0,0,0,,0,,,1.62,2.4
155,201012_25,,M,E33,,Day1_vanilla,1,box4,1,0.7,0.777777778,6.2,0.7,0,0.7,0,1,0.2,0.222222222,41.6,0.2,0,0,0,7,96.3,1.136,25.3,1.6,0.012,9.9,85.7,77.9,4,14,1.261,0,0.082,15.4,0,0,0,0,,0,2,3.1,4.2,1.1,,,2.397,14
156,201012_27,,M,E33,,Day1_vanilla,1,box2,2,1,1,17.7,1,0,0.8,0,0,0,0,,0,0,0,0,17,98.9,4.194,47.8,1,0.038,46.9,64.4,21.5,4,2.5,0.044,0,0.05,0.9,0,0,3,2.7,11.5,1.5,2,1,10.1,0,,,4.238,5.2
157,201012_26,,M,E33,,Day1_vanilla,1,box1,2,1.9,1,26.9,1.9,0,0.7,0,0,0,0,,0,0,0,0,7,108.4,0.878,16.6,1.5,0.008,15.4,100.8,25.9,2,1.1,0.081,0,0.067,1.2,0,0,0,0,,0,0,0,,0,45.9,42.1,0.959,1.1
158,201012_1,,M,E4HN,,Day2_IdenticalObject,1,box1,0,0,0,,0,0,0,0,2,2.6,1,41.9,2.6,0,1.4,0,7,107.3,2.032,37,0,0.019,32.7,76.8,67,2,5.4,0.266,112.1,0.061,4.3,0,0,,,,,,,,,8.9,9.3,2.298,5.4
